ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,qwenDSI-3
87,I think Becky should talk to jim about it first. She should warn him that he is not doing the right thing and he shouldnt be stealing food or treating customers badly. she should warn him not to do those things or else she will tell Mark. if he does not sop then she should tell Mark to schedule Jim only days where Mark is working too. so that there would be no way for Jim to steal or treat customers. Becky shouldnt get into it all that much because it will be a lose lose for her. she could lose a roommateand lose a friend. plus she will be the 'tattle tale' at work. (nobody likes a tattle tale).,1.165037939,0.718999483,RLPS1,Becky,training,54,120,0.44920334219932556
88,Becky should talk to Jim to tell him what is wrong. They need to communicate.,-1.641870822,-1.428689993,RLPS1,Becky,training,141,15,0.43814635276794434
89,I think that Becky should tell her manager about Jim.  It's not fair for her to maybe get blamed for pizzas that are gone.  She should just mention that she thinks he's stealing and have her manager look and him more closely.,-1.641870822,-0.337448988,RLPS1,Becky,training,63,44,0.4272547662258148
90,"If i were Becky I would tell Mark to watch out for Jim because she thinks something is going on with him taking food. Also, I would tell Jim that Mark is on to him taking food so he may want to stop taking food so he don't lose his job.",-0.123122956,0.852156295,RLPS1,Becky,training,48,52,0.470767617225647
91,"I would say that backy needs to stand up and say something to him. as a friendsand co-worker that if he doesnt pull it together right noe that he will be without money, no miney means no rent. no rent means no lance to stay. and back would have to pay hispart of then rent and friendship could be ruined.",-1.641870822,-1.135070204,RLPS1,Becky,training,60,61,0.4624772071838379
92,"Becky needs to tell Mark. Although it might include Jim being fired, if Mark finds out and knows that Becky knew, she could get fired. Becky should just explain her situation to Mark, and hope that he would understand.  Maybe Mark could just talk to Jim aout it and see if Jim could change.",-0.123122956,-0.337448988,RLPS1,Becky,training,192,54,0.46878403425216675
93,"Becky should randomly bring up, in general conversation, to Jim how she feels about people doing what he is without bringing up their situation or making him feel accused.  Hopefully he would be able to fill in the blanks himself.",-1.641870822,-0.078621733,RLPS1,Becky,training,270,40,0.44774186611175537
94,"Becky needs to tell Jim that he needs to not take the pizza. she can then help him start looking for a new job, after he finds one, then tell Mark everything.",1.165037939,0.460172229,RLPS1,Becky,training,252,32,0.4596675932407379
95,"i think that becky should consult jim before she tells her manager, this way if he doesnt changet the way he acts at work she can tell her manager that she has atleast tried herself to change his behavior",-0.353709927,-0.484258882,RLPS1,Becky,training,293,39,0.44198331236839294
96,I think that Becky should talk to Jim about stealing from the pizzeria. She should explain that it was hard for her to find a job and that if one or both of them get fired they couldn't pay their rent.,-0.123122956,-1.281880098,RLPS1,Becky,training,102,42,0.4477041959762573
97,she should mention to her superiors the problem is happening not be a snitch or ignore it,-1.411283851,-1.428689993,RLPS1,Becky,training,8,17,0.38552430272102356
98,Have becky make jim pay her the money he owes for the piiza or else she will be forced to ethically turn him on,-0.123122956,-0.372241522,RLPS1,Becky,training,146,24,0.4482545256614685
99,"If I were Becky, I would give Jim an ultimatum.  I would ask him to look at his own behavior and see where he could improve.  If Jim is reluctant to improve himself, I would talk to Mark and ask if he could suspend Jim until he decided to try improving hiself.  If Jim decides to work on his behavior, Mark could assign a person to always work with Mark to prevent him from stealing and making mistakes.  Jim would still have his job, and Becky could keep Jim as a friend.  If Mark decides to not work on his bhavior, I would start looking for a cheaper place to live where I could pay the rent without Jim's help.  If I moved out, it wouldn't be my problem anymore if Jim lost his job because of his bad behavior.",0.934450968,1.257793445,RLPS1,Becky,training,162,142,0.4720749855041504
100,"Becky should have a talk with Jim regarding the pizza he made for his party and get him to tell Mark what he had done.  Becky needs to think of herself first and if Jim in not willing to tell what he did, she will have to let Mark know what has been goingon to avoid Mark thinking she is the one stealing due to her previous background issues.",-0.353709927,-0.484258882,RLPS1,Becky,training,108,69,0.45655688643455505
101,If I were Becky I would tell Jim that he shouldn't be doing those things and should try to find another job before he gets into trouble.  That way she doesn't have to tell on Jim and have him move out.  Jim should either clean up his act or find a differet job where he can't get away with those things.,-0.123122956,0.201344974,RLPS1,Becky,training,306,64,0.43531596660614014
102,"Becky should confront her friend first, explain her problem to him and see if he's a good enough friend that he will admit it himself. If he acts selfish and doesn't take the consequences that Becky might have into account, Becky should tell her boss becase without her job she hasn't got anything.",-0.353709927,-0.337448988,RLPS1,Becky,training,200,56,0.4410727024078369
