solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"I beleive that Becky should go to Jim herself and talk to him. She should tell him that what he is doing is wrong, and make him understand it. Tell him that the only right thing to do is go to Mark and apologize for what he has done, then ask if he can mae up for what he has done. Mark seems understanding and level minded so hopefuly we will take the apology and make Jim work hard. In this solution everyone wins, because Jim will stop stealing and still have a job.",3.3446465,3.29307,3.2189856,3.0166218,2.6019745,2.12613,1.4013326,0.9455903,0.590685,0.42838833,0.37250903,0.180205522
"Becky should confront Jim about what he is doing. Tell him that he cannot steal food from their employer. If he is going to take food, he needs to pay for it. The manager has trusted Becky with a role of responsibility. She needs to uphold her responsibilties. If this confrontation creates that big of a deal between Becky and Jim, then they are obviously not very good friends to begin with and that Jim should move out because he will not be able to provide a steady source of income to pay for the rent.",3.612891,3.5792794,3.530802,3.354816,2.9667282,2.4834774,1.6938823,1.1184838,0.64563125,0.4185498,0.32444867,-0.337448988
"The only way that this situation will make a turn for the better is if Jim is confronted about his actions. If she approaches him in a way that seems like she is on his side, maybe telling him that their boss is onto him, then he might say thanks and stopstealing.",3.1605053,3.160486,3.1645963,3.0889487,2.880535,2.6987364,2.290288,1.9941146,1.5022211,1.2347473,1.1075717,0.16655244
"I think that Becky should confront Jim about the situation and tell him how she feels. She is good friends with him and wants him to be able to pay rent. If the situation does not get better then she could tell Mark, or is Mark confronts her about the prolem she should just tell him because lying is going to get her nowhere.",2.7915165,2.6956835,2.5579822,2.2848809,1.7901264,1.2969332,0.6750572,0.45731023,0.3702218,0.35840878,0.3923543,-0.484258882
"She should tell Mark about Jim stealing the pizzas, because if she did not he may find out later and wrongfully believe she was the one who took them.  If the rent is one of the main reasons why she is hesitating, she can simply find a  cheaper place to lve at that she can pay fully on her own or she can move back in with her parents if they are close by.  She should not keep quiet, especially when it comes to a job she needs herself in order to keep up her livelihood.",2.5685422,2.5582707,2.5499318,2.4827025,2.3189456,2.2864335,2.1460536,2.1495602,1.817681,1.6243271,1.5366277,1.796587406
"If I were Becky I would say tell Mark because she knows it is wrong. She can always find a new roommate, but she won't always ge able to find another job like the one she has now.",1.6483963,1.5555327,1.4279207,1.2226827,0.89415276,0.792212,0.7848762,1.1734238,1.3176651,1.3956536,1.4710739,-1.281880098
"I would tell Mark what Jim is doing and if Jim can't pay for his portion of the rent, get another roommate who can pay it.",2.6660504,2.6424537,2.6136577,2.5110078,2.2871447,2.162134,1.9137071,1.8496548,1.5426384,1.372244,1.300963,0.313362334
"Becky should tell Jim that she cares about him so she hasn't told Mark anything, but if he continues his current behavioral pattern she will tell Mark which could end in Jim being terminated.",2.673122,2.5646517,2.4085915,2.1131766,1.5901593,1.0789417,0.46563157,0.2949923,0.2760225,0.30383086,0.36183313,-0.484258882
"Becky should talk to Jim first and ask him why he is doing what hes doing. If that doesn't work then she should go to her boss and tell him whats happening, but tell him not to tell Jim that he was her that said anything.",2.8452742,2.7355711,2.5768144,2.2693992,1.71859,1.1448998,0.4356999,0.17280164,0.12167239,0.1377961,0.19075088,-0.484258882
tell jim if he does it again she'll tell the boss,1.865416,1.8045971,1.7239511,1.5797442,1.3342211,1.3054827,1.3202348,1.633196,1.6222787,1.6068398,1.6246064,-0.889896031
"Becky should approach Jim in privacy about his problem at work. She should make him aware of his actions and the consequences that go along with them. If they are such good friends, Jim would compromise with Becky and quit stealing from the pizzeria. If h gets it through his head that stealing food (even though its not actual money) is grounds for getting fired, then he will be more likely to quit stealing. Food supplies do cost the company money, so technically he is stealing money in that sense. If Jim ontinues to keep stealing, then BEcky should tell Mark because if Jim does get caught, Mark could fire both of them because they are friends and he might think that Becky is also guilty of this business.",3.5965688,3.5962129,3.5976686,3.4979377,3.2289128,2.9014676,2.2619798,1.7354896,1.1526347,0.84903884,0.7048264,-0.337448988
She can first try to talk to jim about the problem before she tells Mark because ending a freindship and putting their rent payment in jeporady is worse then not telling Mark.,1.981885,1.8938174,1.7717509,1.5595504,1.2024223,1.0119498,0.84942627,1.0679592,1.1253955,1.1639225,1.2185985,-0.743086137
"If Becky wishes to keep her job and her friend she needs to find out a way to approach her boss Mark and her friend Jim. The best thing for Becky to do would be; approach Mark and tell him about what Jim is doing but ask that she may talk to Jim and get hm to pay back the money he owes and change his ways so that he will be able to pay for rent and keep Becky as a friend. If Mark agrees then Becky should approach Jim. When talking to Jim, Becky should remain calm and friendly. She should explain that whatJim is doing is wrong and that she will be forced to turn him in unless he pays back the money he owes and will never steal from the Pizzeria again. Becky might want to also tell Jim that he is a good friend of hers but she doesn't want to see his future o down the drain over stealing pizza. She might also want to relate to him about when she was arrested for shopplifting and how it greatly affected his life. If Jim was willing to accept his friends advice then he may be able to keep his job and work hardr.",3.7569478,3.7575722,3.7597046,3.6536186,3.366179,2.990155,2.2703888,1.6605295,1.0404547,0.7209889,0.56882644,0.068188162
"becky needs to tell jim that what he's doing is hurting her and making things difficult for her. If he's her friend then he'll adjust in some way, if he doesn't, then it shows he doesn't care about becky and she should find a new roomate",2.1817262,2.073172,1.9194098,1.6500849,1.1937449,0.8445641,0.48964065,0.5779812,0.6630938,0.7326916,0.81059885,-0.225431627
I think Becky should talk to jim about it first. She should warn him that he is not doing the right thing and he shouldnt be stealing food or treating customers badly. she should warn him not to do those things or else she will tell Mark. if he does not sop then she should tell Mark to schedule Jim only days where Mark is working too. so that there would be no way for Jim to steal or treat customers. Becky shouldnt get into it all that much because it will be a lose lose for her. she could lose a roommateand lose a friend. plus she will be the 'tattle tale' at work. (nobody likes a tattle tale).,3.449858,3.3957767,3.3174188,3.1037529,2.6659677,2.1440208,1.3531678,0.8389195,0.47033373,0.30499816,0.24870759,0.718999483
Becky should talk to Jim to tell him what is wrong. They need to communicate.,2.1406984,2.015198,1.8362342,1.5306896,1.0204009,0.6081345,0.20270137,0.29213655,0.44372725,0.5564921,0.6619213,-1.428689993
I think that Becky should tell her manager about Jim.  It's not fair for her to maybe get blamed for pizzas that are gone.  She should just mention that she thinks he's stealing and have her manager look and him more closely.,3.4546123,3.4094253,3.3443763,3.1506171,2.743431,2.2601404,1.5046308,0.9986542,0.5987231,0.41215184,0.34209228,-0.337448988
"If i were Becky I would tell Mark to watch out for Jim because she thinks something is going on with him taking food. Also, I would tell Jim that Mark is on to him taking food so he may want to stop taking food so he don't lose his job.",2.475912,2.389001,2.2662303,2.030231,1.6098347,1.261306,0.8435744,0.8030385,0.75217825,0.7461818,0.7792094,0.852156295
